Año;Mes;Código;Descripción;Rep.;Reg. I;Reg. II;Reg. III;Reg. IV;Reg. V;Reg. VI;Reg. VII;Reg. VIII
2024;Septiembre;721202;Amortiguadores;101.01;100.09;100.94;100.54;105.82;99.61;103.14;96.71;97.35
2024;Septiembre;721203;Otros repuestos para equipo de transporte personal;100.17;100.00;100.00;100.01;101.17;100.00;99.60;100.00;101.22
2024;Septiembre;722101;Diesel;89.35;89.97;88.41;88.75;89.24;91.10;89.43;88.24;89.70
2024;Septiembre;722201;Gasolina;101.75;103.17;102.81;102.31;98.99;102.05;102.02;101.28;101.18
2024;Septiembre;722401;Aceite de motor;100.92;100.07;101.01;99.97;102.76;101.59;100.73;104.48;100.62
2024;Septiembre;722402;Líquido de frenos;100.64;99.43;100.00;105.17;99.90;101.95;101.04;100.00;100.03
2024;Septiembre;723101;Lavado y lustrado de vehículos;105.09;108.03;100.14;104.50;108.76;102.49;110.50;101.61;102.46
2024;Septiembre;723102;Servicio de pinchazo;103.26;105.14;100.33;102.57;106.60;97.36;105.66;103.91;103.82
2024;Septiembre;723103;Servicio menor;100.89;101.32;100.11;99.89;105.03;98.83;99.96;102.59;99.60
2024;Septiembre;723104;Servicio de frenos;101.10;100.26;103.90;102.12;100.25;100.72;102.27;100.95;100.00
2024;Septiembre;723105;Montaje de piezas/accesorios;100.12;100.62;106.78;99.90;100.00;100.00;98.76;100.00;100.00
2024;Septiembre;723106;Otros servicios de mantenimiento y reparación de vehículos;100.38;100.00;100.00;100.00;100.00;100.00;103.39;100.00;100.00
2024;Septiembre;724101;Alquiler de estacionamiento;101.81;103.58;100.00;100.00;103.09;94.51;102.40;100.02;100.00
2024;Septiembre;724102;Pago de parqueo;100.84;100.54;100.00;104.87;100.15;99.81;102.25;100.00;100.00
2024;Septiembre;724301;Examen para obtención de licencia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;724302;Renovación o reposición de licencia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;732101;Transporte urbano (bus urbano, transmetro , transurbano);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;732102;Transporte interurbano nacional (departamentales, municipales);99.69;100.00;100.00;100.00;100.00;99.97;97.43;99.73;100.00
2024;Septiembre;732103;Taxi compartido/colectivo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;732201;Taxi;106.09;106.46;100.10;106.08;100.24;104.50;104.58;104.38;116.76
2024;Septiembre;732202;Transporte particular/privado;100.38;107.77;100.00;100.00;100.00;100.00;100.00;100.00;98.88
2024;Septiembre;732301;Transporte escolar;101.10;101.86;100.00;100.00;100.37;100.96;105.63;101.00;100.37
2024;Septiembre;732901;Otros tipos de taxi;102.37;104.77;100.00;100.00;133.33;99.65;100.00;100.00;100.31
2024;Septiembre;733201;Transporte de pasajeros por aire en horarios internacionales y vuelos regulares;86.98;73.77;;96.98;;96.98;96.98;96.98;
2024;Septiembre;741201;Servicio de paquetería nacional;100.52;104.14;100.00;99.97;100.33;98.58;99.05;100.01;102.70
2024;Septiembre;8;INFORMACIÓN Y COMUNICACIÓN;100.66;100.25;100.88;100.77;100.64;100.53;101.10;100.20;101.11
2024;Septiembre;812001;Teléfonos inteligentes;100.62;98.20;101.90;102.82;99.81;99.78;102.78;97.63;101.07
2024;Septiembre;813101;Computadoras;101.16;100.65;100.33;103.13;99.28;97.44;100.77;101.73;108.12
2024;Septiembre;813102;Tablets o tabletas electrónicas;98.75;97.15;100.00;95.82;102.33;100.00;90.63;100.79;108.20
2024;Septiembre;813201;Impresoras de uso doméstico;103.01;103.06;99.59;101.30;100.63;111.87;104.96;100.62;100.75
2024;Septiembre;814001;Televisores;98.19;97.97;99.74;96.32;101.37;100.11;97.45;94.26;99.41
2024;Septiembre;814002;Equipos de sonido para el hogar;98.74;98.69;96.99;104.62;99.49;96.11;94.30;98.66;104.53
2024;Septiembre;819201;Cargadores para dispositivos móviles;100.25;100.48;100.00;101.71;100.00;98.56;97.87;100.04;101.66
2024;Septiembre;831001;Servicio de telefonía fijo;99.11;98.48;98.48;98.48;98.48;98.48;103.29;98.48;98.48
2024;Septiembre;832001;Servicio de telefonía móvil post pago;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;832002;Servicio de telefonía móvil pre pago;101.80;101.80;101.80;101.80;101.80;101.80;101.80;101.80;101.80
2024;Septiembre;833001;Servicios de acceso a internet (por operadores de red con infraestructura cableada, inalámbrica o sa;99.47;96.57;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;834001;Paquetes con cualquier combinación de telecomunicación;100.93;101.73;99.90;99.89;99.91;99.90;104.26;99.88;99.94
2024;Septiembre;835001;Reparación de todo equipo de información y comunicación;99.70;100.76;100.00;100.00;100.00;100.00;100.01;100.00;94.04
2024;Septiembre;839201;Servicios de streaming (música y televisión/películas);99.70;100.15;99.34;99.34;99.34;99.34;99.34;99.50;99.34
2024;Septiembre;839202;Suscripción a Televisión por cable, TV satelital, IPTV y Televisión por pago;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;9;RECREACIÓN, DEPORTE Y CULTURA;100.34;99.48;101.07;100.05;100.90;100.93;100.59;100.61;99.79
2024;Septiembre;921101;Consolas de videojuegos;97.03;94.50;;100.54;100.00;99.94;96.17;97.86;98.11
2024;Septiembre;921201;Muñecas, juguetes de peluche;99.32;98.65;99.92;99.60;99.74;102.04;97.90;101.07;95.29
2024;Septiembre;921202;Carros de juguete, trenes;101.02;96.94;100.68;101.06;106.62;100.04;102.29;101.19;100.00
2024;Septiembre;921203;Bicicletas para jugar y triciclos (para niños pequeños);100.22;100.00;100.00;100.00;101.44;100.22;100.37;100.00;100.00
2024;Septiembre;922101;Calzado específico para el juego (botas de esquí, zapatos de football, golf y similares);100.36;100.13;100.75;100.00;100.00;102.14;100.34;100.00;100.00
2024;Septiembre;931201;Flores interiores (naturales o artificiales, en floreros o no);99.28;99.10;100.00;100.00;101.91;102.86;93.08;100.00;96.47
2024;Septiembre;931202;Flores exteriores;100.03;100.00;100.00;100.00;100.00;100.00;100.47;100.00;100.00
2024;Septiembre;932101;Compra de mascotas;100.15;100.00;100.00;100.00;102.17;100.00;98.58;100.00;100.00
2024;Septiembre;932102;Alimento para mascotas;99.34;99.23;107.19;96.75;99.58;100.74;98.72;97.57;97.39
2024;Septiembre;945001;Servicios veterinarios;102.43;100.69;107.71;100.00;107.29;103.50;100.17;100.53;100.19
2024;Septiembre;946201;Gimnasio;100.94;101.31;100.00;104.63;100.00;99.39;99.15;100.00;100.00
2024;Septiembre;946202;Lecciones deportes;100.49;101.66;100.45;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;961001;Cines;99.59;99.17;100.00;100.00;100.00;100.00;98.67;100.00;100.00
2024;Septiembre;971101;Libros de texto de educación formal;100.49;99.28;100.04;99.44;100.96;100.23;103.38;98.96;101.08
2024;Septiembre;971901;Libros religiosos;101.60;99.40;98.35;102.98;102.71;105.68;99.99;103.70;99.97
2024;Septiembre;971902;Libros complementarios;102.18;102.78;105.74;100.35;100.00;103.89;100.99;100.00;113.43
2024;Septiembre;972101;Diarios y periódicos nacionales;100.34;100.00;100.00;100.00;103.13;100.00;100.00;100.00;100.00
2024;Septiembre;974001;Lista de útiles escolares;100.42;100.10;100.00;102.27;100.03;100.00;100.70;100.00;101.41
2024;Septiembre;974002;Cuadernos;101.73;99.33;100.66;98.59;99.39;102.56;103.00;107.47;99.41
2024;Septiembre;974003;Papel para artes y para envolver;101.90;100.33;100.00;101.08;106.07;110.06;97.71;99.76;100.00
2024;Septiembre;974004;Hojas de cuadrícula, líneas, bond;98.67;96.09;99.43;103.19;102.96;96.32;97.03;98.45;99.81
2024;Septiembre;974005;Tijeras;99.84;100.76;100.15;100.50;100.18;96.53;99.85;100.00;100.00
2024;Septiembre;974006;Crayones y marcadores;99.62;99.29;99.44;101.22;99.70;98.56;99.77;100.78;98.25
2024;Septiembre;974007;Mochilas escolares;100.98;98.19;101.37;101.10;102.58;101.52;100.24;100.96;101.08
2024;Septiembre;974008;Lápices y lapiceros;100.22;99.74;101.01;99.32;99.74;99.32;98.39;103.65;100.22
2024;Septiembre;980001;Paquete turístico para viajar al extranjero;102.45;102.45;102.45;102.45;;102.45;102.45;102.45;102.45
2024;Septiembre;10;SERVICIOS EDUCATIVOS;100.69;100.61;101.73;100.84;100.72;100.41;100.05;101.11;100.32
2024;Septiembre;1010101;Servicio de educación preprimaria;101.56;101.85;101.48;102.24;101.36;100.67;100.87;102.96;100.43
2024;Septiembre;1010201;Servicios de educación primaria;101.33;101.00;101.96;102.31;101.22;101.29;100.93;102.78;100.77
2024;Septiembre;1020001;Servicios de educación básica;101.72;102.01;101.98;102.82;101.02;100.88;99.82;104.22;101.27
2024;Septiembre;1020002;Servicios de educación diversificado;99.68;99.97;99.72;99.85;100.00;98.60;100.00;99.96;100.00
2024;Septiembre;1020003;Servicios de educación por cooperativa;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1040001;Educación universitaria;100.34;100.02;100.00;100.00;101.11;100.84;100.00;100.35;100.00
2024;Septiembre;1050101;Tutorías;100.11;100.86;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1050901;Cursos de Capacitación técnica;103.06;99.99;113.96;100.00;99.97;100.00;99.99;100.00;101.52
2024;Septiembre;1050902;Cursos de idiomas;99.70;99.54;100.00;99.92;99.88;100.00;98.54;100.00;100.00
2024;Septiembre;1050903;Cursos de informática;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;11;RESTAURANTES Y SERVICIOS DE ALOJAMIENTO;103.19;102.96;102.94;101.63;104.02;104.61;105.28;103.02;101.40
2024;Septiembre;1111101;Desayuno o cena simple (bebida y un acompañamiento);103.02;104.25;104.41;101.88;103.79;102.01;103.11;104.53;100.40
2024;Septiembre;1111102;Desayuno o cena continental (bebida y dos acompañamientos);100.71;100.81;101.14;100.28;100.00;103.05;100.00;100.00;100.00
2024;Septiembre;1111103;Desayuno o cena completo (bebida caliente y mas de dos acompañamientos);103.25;103.43;101.76;105.61;104.37;104.21;104.56;100.37;101.51
2024;Septiembre;1111104;Otro tipo de desayuno o cena;103.05;101.37;104.49;102.08;105.41;104.17;100.42;102.65;100.40
2024;Septiembre;1111105;Almuerzo simple (bebida, carne y acompañamiento) excluye gaseosa;103.38;103.61;103.91;101.79;103.26;103.36;107.40;103.62;101.36
2024;Septiembre;1111106;Almuerzo  simple (bebida y plato sin carne) excluye gaseosa;104.60;107.39;102.81;100.82;100.00;117.88;101.85;102.13;103.22
2024;Septiembre;1111107;Almuerzo  (bebida, entrada y plato con carne);104.52;101.71;101.47;100.25;115.47;100.72;123.08;100.00;100.59
2024;Septiembre;1111108;Almuerzo buffet;99.84;99.66;;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1111201;Combos de comida rápida individual;102.00;101.04;100.38;101.35;104.45;103.33;102.45;100.51;101.25
2024;Septiembre;1111202;Combos de comida rápida familiar;101.35;102.14;100.37;100.00;103.35;101.22;100.94;100.58;100.00
2024;Septiembre;1111203;Platos preparados;101.19;102.24;100.83;99.16;102.40;99.66;102.17;101.58;100.83
2024;Septiembre;1111204;Panes tipo sándwich;104.86;102.27;102.07;105.97;105.84;105.65;105.56;103.34;106.32
2024;Septiembre;1111205;Alimentos a base de tortilla;104.18;107.07;103.66;102.11;110.33;107.96;106.16;102.39;100.28
2024;Septiembre;1111206;Otros tipos de alimentos regionales;105.61;103.07;103.67;102.04;110.08;103.49;109.62;106.96;99.84
2024;Septiembre;1111207;Pastelería, repostería y postres;101.68;98.32;99.32;101.17;104.77;102.07;103.61;102.67;100.68
2024;Septiembre;1111208;Bocadillos;102.67;102.36;102.63;102.62;102.71;103.82;102.04;102.16;102.66
2024;Septiembre;1111209;Bebidas no alcohólicas frías servidas en el lugar;102.25;100.00;100.00;100.67;100.00;102.87;100.86;113.21;100.11
2024;Septiembre;1111210;Bebidas no alcohólicas calientes servidas en el lugar;106.12;102.01;101.62;100.00;100.00;104.47;110.27;116.96;100.00
2024;Septiembre;1111211;Gasto en alimentos para celebraciones;100.53;100.00;102.64;100.74;100.00;100.00;100.00;100.00;102.50
2024;Septiembre;1120101;Alojamiento en hoteles;105.43;107.79;106.67;103.11;104.50;104.51;102.31;103.61;106.60
2024;Septiembre;12;SEGUROS Y SERVICIOS FINANCIEROS;100.48;100.39;100.25;100.22;100.30;100.28;100.39;101.74;101.79
2024;Septiembre;1211001;Seguro Funerario;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1212001;Seguro Médico;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1214101;Seguro de vehículos;99.55;99.55;99.55;99.55;99.55;99.55;99.55;99.55;99.55
2024;Septiembre;1221001;Servicios financieros de tarjetas de crédito;106.97;107.28;106.86;106.86;106.86;106.86;106.86;106.86;106.86
2024;Septiembre;1229901;Otros servicios financieros;101.36;101.36;;;101.36;101.36;;;101.36
2024;Septiembre;13;CUIDADO PERSONAL, PROTECCIÓN SOCIAL Y BIENES Y SERVICIOS VARIOS;100.15;99.49;99.88;100.18;100.92;99.34;99.93;100.17;101.74
2024;Septiembre;1311101;Maquinas para afeitar eléctricas y depiladoras eléctricas;103.25;100.70;100.00;95.81;100.00;100.34;103.01;100.40;113.47
2024;Septiembre;1312001;Cepillos de dientes;101.31;101.82;102.30;100.15;94.96;109.17;98.54;99.79;103.86
2024;Septiembre;1312002;Papel higiénico;98.74;98.44;98.19;98.92;98.02;95.15;99.45;97.84;103.86
2024;Septiembre;1312003;Jabón de baño en todas sus presentaciones;101.74;96.01;101.39;102.34;100.81;105.00;101.50;104.57;100.82
2024;Septiembre;1312004;Pasta de dientes y enjuagues bucales;99.19;98.58;97.98;104.16;99.44;97.02;96.83;92.91;105.76
2024;Septiembre;1312005;Shampoo y/o acondicionador;97.43;96.80;97.51;98.07;98.71;97.03;96.80;97.72;96.82
2024;Septiembre;1312006;Productos para protección femenina;99.58;97.80;103.91;96.99;96.92;99.20;98.05;104.17;99.15
2024;Septiembre;1312007;Pañales para bebes;98.45;95.74;97.75;95.13;103.27;98.17;98.06;98.44;101.40
2024;Septiembre;1312008;Toallas húmedas para bebés;99.48;98.15;99.82;102.68;99.23;98.93;97.08;94.87;104.56
2024;Septiembre;1312009;Hisopos;103.32;91.38;104.41;101.15;103.36;103.82;102.69;109.98;109.92
2024;Septiembre;1312010;Crema para el cuerpo y rostro;102.49;102.97;101.31;104.20;101.86;107.07;99.96;102.91;101.14
2024;Septiembre;1312011;Desodorante y/o antitranspirante;101.41;100.99;101.28;101.46;106.32;98.56;99.57;103.53;100.07
2024;Septiembre;1312012;Maquillaje;101.32;101.84;102.16;100.58;100.09;102.08;100.59;103.96;100.85
2024;Septiembre;1312013;Pestañas postizas;100.03;100.91;100.00;100.00;98.99;101.26;100.66;98.34;100.00
2024;Septiembre;1313101;Cortes de cabello para hombre;103.02;102.58;101.53;102.07;104.95;100.60;104.32;102.14;105.90
2024;Septiembre;1313102;Cortes de cabello para mujer;104.15;104.19;101.57;101.84;110.39;103.70;101.94;100.65;106.34
2024;Septiembre;1313103;Peinados y aplicación de tintes para el cabello;101.40;101.08;101.97;101.11;102.80;100.53;100.44;101.58;102.41
2024;Septiembre;1313104;Colocación de uñas acrílicas;100.63;102.06;100.00;100.00;100.00;100.00;101.47;101.97;100.19
2024;Septiembre;1313105;Servicio de depilación;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1313201;Servicio de manicura y pedicura;101.34;101.32;100.19;100.16;105.55;101.48;100.88;100.05;100.24
2024;Septiembre;1321101;Anillos;103.23;104.28;103.14;102.46;104.15;101.89;105.99;104.90;101.26
2024;Septiembre;1321102;Cadenas;102.77;99.99;100.00;100.00;106.48;103.51;103.15;107.72;102.05
2024;Septiembre;1321103;Aretes;100.44;100.25;100.00;100.00;102.64;100.00;100.62;100.00;100.18
2024;Septiembre;1321104;Relojes de pulsera;100.11;100.97;100.13;99.92;99.35;97.67;101.17;98.87;101.17
2024;Septiembre;1329101;Sombrillas y paraguas;100.41;102.15;100.00;100.00;102.18;100.36;100.14;100.00;100.00
2024;Septiembre;1329102;Ataúdes;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1329103;Compra, alquiler o préstamo de nicho;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1390901;Servicios legales y financieros;101.64;100.25;100.02;100.00;100.07;100.13;100.07;100.25;105.41
2024;Septiembre;1390902;Servicios funerarios;101.74;100.06;99.98;104.32;99.89;101.07;99.89;110.21;100.00
2024;Septiembre;1390903;Servicios de registro civil;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1390904;Pago de impuestos de circulación de vehículo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Septiembre;1390905;Fiestas y celebraciones;100.17;100.00;100.00;100.00;100.00;100.38;100.98;100.00;100.00
2024;Octubre;0;REPÚBLICA;101.72;101.38;102.23;100.78;101.57;101.73;101.42;102.66;101.81
2024;Octubre;1;ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS;103.78;102.77;104.99;102.13;104.12;103.21;103.14;104.32;104.71
2024;Octubre;111101;Arroz;104.58;104.70;104.24;104.28;105.69;105.60;101.86;103.36;107.99
2024;Octubre;111102;Maíz;100.30;101.30;103.41;95.91;96.03;101.44;99.40;97.14;109.95
2024;Octubre;111201;Harina de trigo;96.97;98.12;98.62;96.29;96.50;93.97;92.63;98.18;102.90
2024;Octubre;111202;Harina de maíz;101.77;103.96;101.28;99.84;106.70;101.94;99.94;103.46;99.29
2024;Octubre;111203;Harina para atoles;99.15;99.44;99.33;98.26;100.00;99.10;101.32;97.65;98.40
2024;Octubre;111301;Pan;99.24;103.01;98.92;98.13;96.91;96.85;98.66;98.75;99.83
2024;Octubre;111302;Pan dulce;99.19;99.05;100.18;97.19;92.14;102.85;99.14;99.27;107.65
2024;Octubre;111303;Galletas;100.92;99.13;102.47;96.88;104.18;99.65;98.57;100.27;102.82
2024;Octubre;111304;Tortillas;99.32;98.76;101.55;96.37;98.07;95.82;99.84;102.93;98.73
2024;Octubre;111305;Productos de panadería/pastelería;100.88;103.69;103.18;100.39;98.58;103.18;105.51;99.66;99.15
2024;Octubre;111306;Otros productos de panadería;101.72;99.82;96.48;102.24;111.03;97.48;99.44;99.92;100.80
2024;Octubre;111401;Cereales de bolsa o caja;101.19;101.54;102.97;102.44;100.25;99.13;100.95;102.18;100.72
2024;Octubre;111402;Avena/mosh;103.28;104.01;100.51;100.37;109.08;106.01;102.08;104.99;101.27
2024;Octubre;111501;Espagueti;101.22;97.86;99.89;102.02;105.30;98.84;100.88;104.17;101.24
2024;Octubre;111502;Fideos en todas sus formas (Excepto macarrones y espagueti);98.65;98.15;97.97;98.05;97.42;95.99;99.77;100.60;97.91
2024;Octubre;111503;Chao mein;98.46;96.03;98.04;96.27;99.06;101.19;102.58;91.71;97.52
2024;Octubre;112101;Pollos, gallinas y gallos vivos;98.39;;98.63;98.08;98.70;88.72;99.66;100.00;99.93
2024;Octubre;112201;Carne fresca de res;100.92;98.73;101.02;100.10;104.56;100.91;100.51;101.05;100.93
2024;Octubre;112202;Carne fresca de cerdo;101.72;103.14;100.45;99.76;105.72;103.08;102.39;101.96;98.82
2024;Octubre;112203;Carne fresca de pollo;103.94;100.56;103.63;102.97;102.70;104.70;100.67;103.30;111.62
2024;Octubre;112401;Menudos de pollo;101.86;92.17;106.27;101.67;113.95;100.55;99.31;104.86;95.83
2024;Octubre;112402;Menudos de res;100.81;108.97;100.49;99.96;100.79;99.14;100.22;94.45;101.75
2024;Octubre;112501;Salchichas y productos similares de carne;99.33;98.55;102.30;99.28;97.43;99.49;98.25;99.12;101.11
2024;Octubre;112502;Jamón (pollo, res, cerdo, mixto, etc);103.56;102.58;107.32;102.93;111.92;101.65;100.90;96.61;111.16
2024;Octubre;112503;Longanizas y chorizos (de todo tipo);102.51;101.12;104.59;97.63;103.90;107.25;101.47;96.37;101.60
2024;Octubre;112504;Medallones y milanesas de pollo;100.04;100.06;107.69;99.55;100.50;97.67;96.94;106.28;97.54
2024;Octubre;112505;Tortas de carne (pollo, res y cerdo);103.79;102.95;96.25;100.30;101.58;99.86;100.80;114.08;116.07
2024;Octubre;112506;Carne de cerdo marinada;104.57;99.89;96.99;105.55;119.96;106.64;95.31;99.30;99.61
2024;Octubre;113101;Pescado entero, fresco, refrigerado o congelado;101.89;101.45;107.55;102.78;105.46;99.56;103.95;102.05;96.59
2024;Octubre;113201;Pescado seco;98.12;110.72;96.70;83.75;90.44;93.59;97.28;110.02;102.42
2024;Octubre;113301;Sardinas enlatadas;96.95;93.01;95.94;99.89;99.28;98.46;99.72;92.64;97.43
2024;Octubre;113401;Camarones frescos, refrigerados o congelados;95.48;97.33;101.24;95.77;108.27;86.55;94.66;93.93;96.47
2024;Octubre;114101;Leche líquida entera;102.96;102.37;101.48;105.63;104.81;100.00;103.53;101.64;98.29
2024;Octubre;114201;Leche liquida baja en grasas;104.64;103.38;108.99;100.19;117.62;107.31;108.86;100.93;93.44
2024;Octubre;114301;Leche en polvo;100.42;101.89;103.66;100.34;100.92;99.39;100.54;105.17;94.53
2024;Octubre;114302;Crema de leche;101.36;102.36;100.29;109.08;102.48;98.60;100.82;102.97;90.80
2024;Octubre;114501;Queso fresco;103.50;99.85;103.30;105.46;104.29;104.35;102.13;98.90;105.49
2024;Octubre;114502;Queso crema;101.25;99.53;99.25;104.45;100.63;102.84;102.97;99.65;100.39
2024;Octubre;114503;Queso mozzarella;100.84;100.83;98.54;95.52;109.33;98.43;104.34;100.81;99.18
2024;Octubre;114504;Queso seco;102.46;101.98;101.85;103.68;100.97;108.56;101.47;97.07;102.82
2024;Octubre;114601;Yogur industrializado;102.28;106.25;99.59;96.14;106.17;103.22;100.84;98.85;103.55
2024;Octubre;114701;Bebidas lácteas en base a leche liquida;99.10;100.60;103.94;100.68;93.81;100.34;103.09;99.18;98.72
2024;Octubre;114801;Huevos de gallina;96.10;99.02;95.26;94.55;101.12;96.78;93.34;95.32;93.97
2024;Octubre;115101;Aceite de origen vegetal;100.90;100.62;102.81;102.51;98.91;101.20;101.81;97.63;100.49
2024;Octubre;115301;Margarina vegetal regular;102.65;102.19;106.27;100.78;106.84;100.44;100.59;101.77;103.07
2024;Octubre;116101;Aguacates frescos;129.74;121.98;145.87;126.36;115.13;135.44;141.34;142.82;121.34
2024;Octubre;116102;Bananos frescos;118.75;122.04;126.59;98.33;130.35;119.70;117.04;103.00;144.98
2024;Octubre;116103;Plátanos frescos;104.84;96.94;103.89;120.37;100.40;99.34;100.83;120.24;100.05
2024;Octubre;116104;Mangos;92.65;82.18;68.66;93.29;84.90;88.41;94.64;115.42;101.52
2024;Octubre;116105;Papayas frescas;129.98;141.03;145.88;118.49;123.63;134.70;133.29;116.93;113.36
2024;Octubre;116106;Piñas frescas;122.83;112.19;126.39;112.54;138.46;121.72;121.79;130.65;113.90
2024;Octubre;116201;Limones frescos;98.88;105.68;85.57;113.99;114.00;76.20;99.76;95.45;104.64
2024;Octubre;116202;Naranjas frescas;125.95;124.28;146.94;102.17;116.34;113.65;116.73;133.82;142.73
2024;Octubre;116301;Manzanas frescas;100.64;100.89;99.07;92.56;100.29;97.84;103.46;102.78;105.29
2024;Octubre;116302;Duraznos;96.74;103.87;100.00;100.00;110.72;103.97;101.07;77.96;91.04
2024;Octubre;116401;Fresas frescas;107.13;108.35;102.08;109.51;111.24;111.61;101.11;104.41;112.04
2024;Octubre;116501;Uvas frescas;104.76;99.63;112.88;111.56;99.18;111.72;109.37;102.50;102.85
2024;Octubre;116502;Melones frescos;112.54;110.28;113.44;105.25;104.72;119.80;123.46;114.71;99.12
2024;Octubre;116503;Sandías frescas;117.58;122.93;125.00;116.94;123.53;131.19;112.49;127.38;90.10
2024;Octubre;117101;Repollo, fresco o refrigerado;128.70;121.53;121.14;147.82;118.60;120.68;118.28;141.62;129.92
2024;Octubre;117102;Coliflor;106.30;95.94;115.68;103.34;116.93;100.89;91.34;114.51;108.94
2024;Octubre;117103;Brócoli;113.30;101.52;149.77;113.24;110.49;105.80;98.46;109.34;114.44
2024;Octubre;117104;Lechuga;109.07;110.42;105.66;97.77;112.38;107.20;100.36;115.23;124.01
2024;Octubre;117105;Apio;101.56;109.47;111.91;92.12;96.47;92.07;87.73;116.24;120.07
2024;Octubre;117106;Hierbas aromáticas para cocinar;111.49;110.18;96.09;124.07;112.13;110.41;106.16;119.36;125.65
2024;Octubre;117107;Pacaya;124.01;124.20;124.15;141.91;124.05;113.19;132.20;116.63;112.85
2024;Octubre;117108;Hierbas naturales para caldo;102.82;93.75;98.27;129.16;109.74;98.19;90.69;102.10;126.73
2024;Octubre;117109;Chipilín;94.63;84.63;99.51;87.01;105.52;96.77;89.43;94.68;107.45
2024;Octubre;117201;Chile pimiento fresco;118.37;113.86;114.39;108.63;126.62;121.86;113.43;123.95;124.49
2024;Octubre;117202;Pepinos frescos;106.18;97.85;110.79;110.35;103.62;104.93;106.57;116.03;99.11
2024;Octubre;117203;Tomate fresco;129.16;118.25;153.57;123.21;125.09;127.16;126.92;118.68;132.21
2024;Octubre;117204;Güisquil;145.94;148.50;182.61;120.78;148.53;148.27;140.99;134.64;139.22
2024;Octubre;117205;Güicoy;118.28;122.86;124.08;119.70;115.01;117.24;117.23;117.22;123.14
2024;Octubre;117301;Ejotes, frescos o refrigerados;102.93;100.34;115.66;89.49;120.65;106.60;96.37;83.62;116.14
2024;Octubre;117401;Zanahorias;163.48;143.56;185.68;147.66;142.43;166.46;160.10;189.31;141.31
2024;Octubre;117402;Rábanos;110.45;116.33;116.38;107.47;108.59;125.84;104.14;116.75;92.13
2024;Octubre;117403;Cebollas;86.72;96.18;66.12;95.61;107.79;96.30;83.81;70.36;98.26
2024;Octubre;117404;Maíz verde (elote);111.14;99.92;128.28;87.06;82.87;115.75;112.99;122.28;113.98
2024;Octubre;117405;Verduras frescas o refrigeradas limpias y cortadas;114.02;112.94;103.21;115.37;117.81;108.38;120.78;136.81;98.03
2024;Octubre;117501;Papas;137.88;138.78;133.64;125.29;122.41;137.15;147.65;149.53;139.57
2024;Octubre;117601;Frijoles negros, secos;106.51;103.01;102.42;105.50;117.47;108.50;101.27;105.53;109.60
2024;Octubre;117602;Frijoles colorados, secos;102.55;103.55;110.66;98.74;101.10;102.04;101.80;104.75;103.76
2024;Octubre;117603;Otros frijoles, secos (piloy, pinto, blanco, etc);105.46;105.33;111.80;99.77;106.11;103.13;102.40;98.87;102.33
2024;Octubre;117901;Frijoles procesados y envasados;104.60;103.14;107.89;104.70;101.48;102.88;104.91;104.58;107.21
2024;Octubre;118101;Azúcar de caña;100.23;97.30;101.32;98.33;102.33;99.97;99.73;100.05;99.44
2024;Octubre;118301;Miel;100.78;103.09;103.70;88.88;106.40;101.52;100.68;100.21;103.94
2024;Octubre;118501;Pastilla de chocolate para hervir;104.94;103.67;104.13;105.08;101.38;113.59;105.60;104.36;104.80
2024;Octubre;118601;Helado industrializado (base a leche, hielo, fruta, etc);101.76;102.95;100.00;100.68;106.13;101.35;101.87;99.97;99.12
2024;Octubre;118901;Otra confitería de azúcar y postres NEC (No contiene cacao);103.14;102.63;100.75;103.13;100.68;114.61;100.44;101.11;100.46
